DATE,DEUCPIALLMINMEI
1960-01-01,22.9637321476787
1960-02-01,22.8332563968396
1960-03-01,22.8332563968396
1960-04-01,22.9637321476787
1960-05-01,23.0289700230982
1960-06-01,23.0289700230982
1960-07-01,23.0289700230982
1960-08-01,23.0289700230982
1960-09-01,22.9637321476787
1960-10-01,23.0289700230982
1960-11-01,23.0942078985178
1960-12-01,23.0942078985178
1961-01-01,23.2899215247764
1961-02-01,23.2899215247764
1961-03-01,23.2899215247764
1961-04-01,23.2899215247764
1961-05-01,23.485635151035
1961-06-01,23.6161109018741
1961-07-01,23.6161109018741
1961-08-01,23.6161109018741
1961-09-01,23.6161109018741
1961-10-01,23.6161109018741
1961-11-01,23.7465866527132
1961-12-01,23.7465866527132
1962-01-01,24.0075381543914
1962-02-01,24.0727760298109
1962-03-01,24.1380139052305
1962-04-01,24.20325178065
1962-05-01,24.20325178065
1962-06-01,24.20325178065
1962-07-01,24.2684896560695
1962-08-01,24.1380139052305
1962-09-01,24.1380139052305
1962-10-01,24.20325178065
1962-11-01,24.2684896560695
1962-12-01,24.3989654069086
1963-01-01,24.7251547840063
1963-02-01,24.920868410265
1963-03-01,24.920868410265
1963-04-01,24.9861062856845
1963-05-01,24.920868410265
1963-06-01,24.7903926594259
1963-07-01,24.7903926594259
1963-08-01,24.7251547840063
1963-09-01,24.7903926594259
1963-10-01,24.9861062856845
1963-11-01,25.051344161104
1963-12-01,25.2470577873627
1964-01-01,25.3775335382018
1964-02-01,25.4427714136213
1964-03-01,25.4427714136213
1964-04-01,25.4427714136213
1964-05-01,25.4427714136213
1964-06-01,25.3775335382018
1964-07-01,25.4427714136213
1964-08-01,25.4427714136213
1964-09-01,25.4427714136213
1964-10-01,25.5080092890408
1964-11-01,25.6384850398799
1964-12-01,25.8341986661385
1965-01-01,25.8994365415581
1965-02-01,25.8994365415581
1965-03-01,26.0299122923972
1965-04-01,26.0951501678167
1965-05-01,26.1603880432363
1965-06-01,26.3561016694949
1965-07-01,26.4213395449144
1965-08-01,26.4213395449144
1965-09-01,26.4213395449144
1965-10-01,26.5518152957535
1965-11-01,26.6822910465926
1965-12-01,26.8127667974317
1966-01-01,26.9432425482708
1966-02-01,27.0084804236903
1966-03-01,27.0737182991098
1966-04-01,27.2694319253685
1966-05-01,27.2694319253685
1966-06-01,27.2694319253685
1966-07-01,27.2694319253685
1966-08-01,27.2041940499489
1966-09-01,27.2041940499489
1966-10-01,27.2694319253685
1966-11-01,27.5303834270466
1966-12-01,27.5956213024662
1967-01-01,27.6608591778857
1967-02-01,27.6608591778857
1967-03-01,27.7260970533053
1967-04-01,27.7260970533053
1967-05-01,27.7913349287248
1967-06-01,27.7913349287248
1967-07-01,27.7913349287248
1967-08-01,27.6608591778857
1967-09-01,27.6608591778857
1967-10-01,27.7260970533053
1967-11-01,27.7913349287248
1967-12-01,27.7913349287248
1968-01-01,28.052286430403
1968-02-01,28.1175243058225
1968-03-01,28.1175243058225
1968-04-01,28.1175243058225
1968-05-01,28.1175243058225
1968-06-01,28.1175243058225
1968-07-01,28.1175243058225
1968-08-01,28.052286430403
1968-09-01,28.052286430403
1968-10-01,28.1175243058225
1968-11-01,28.3132379320811
1968-12-01,28.3784758075007
1969-01-01,28.4437136829202
1969-02-01,28.5741894337593
1969-03-01,28.6394273091788
1969-04-01,28.6394273091788
1969-05-01,28.7046651845984
1969-06-01,28.7046651845984
1969-07-01,28.7046651845984
1969-08-01,28.6394273091788
1969-09-01,28.6394273091788
1969-10-01,28.7046651845984
1969-11-01,28.7699030600179
1969-12-01,28.9656166862766
1970-01-01,29.2918060633743
1970-02-01,29.3570439387938
1970-03-01,29.4875196896329
1970-04-01,29.617995440472
1970-05-01,29.617995440472
1970-06-01,29.6832333158915
1970-07-01,29.6832333158915
1970-08-01,29.6832333158915
1970-09-01,29.6832333158915
1970-10-01,29.8137090667306
1970-11-01,29.9441848175697
1970-12-01,30.1398984438283
1971-01-01,30.466087820926
1971-02-01,30.7270393226042
1971-03-01,30.8575150734432
1971-04-01,31.0532286997019
1971-05-01,31.1184665751214
1971-06-01,31.2489423259605
1971-07-01,31.3794180767996
1971-08-01,31.3794180767996
1971-09-01,31.4446559522191
1971-10-01,31.5751317030582
1971-11-01,31.6403695784778
1971-12-01,31.7708453293168
1972-01-01,32.1622725818341
1972-02-01,32.2927483326732
1972-03-01,32.4884619589318
1972-04-01,32.6189377097709
1972-05-01,32.6189377097709
1972-06-01,32.74941346061
1972-07-01,33.0103649622881
1972-08-01,33.0103649622881
1972-09-01,33.3365543393858
1972-10-01,33.4670300902249
1972-11-01,33.6627437164836
1972-12-01,33.7932194673226
1973-01-01,34.1846467198399
1973-02-01,34.3803603460985
1973-03-01,34.6413118477767
1973-04-01,34.8370254740353
1973-05-01,35.0979769757135
1973-06-01,35.2936906019721
1973-07-01,35.4241663528112
1973-08-01,35.4241663528112
1973-09-01,35.4241663528112
1973-10-01,35.6851178544894
1973-11-01,36.1417829824262
1973-12-01,36.4679723595239
1974-01-01,36.728923861202
1974-02-01,37.0551132382997
1974-03-01,37.1203511137193
1974-04-01,37.3813026153974
1974-05-01,37.5770162416561
1974-06-01,37.7074919924951
1974-07-01,37.8379677433342
1974-08-01,37.9032056187538
1974-09-01,37.9684434941733
1974-10-01,38.2293949958515
1974-11-01,38.4903464975296
1974-12-01,38.5555843729492
1975-01-01,38.9470116254664
1975-02-01,39.1427252517251
1975-03-01,39.3384388779837
1975-04-01,39.6646282550814
1975-05-01,39.86034188134
1975-06-01,40.1865312584377
1975-07-01,40.1865312584377
1975-08-01,40.1212933830182
1975-09-01,40.3170070092768
1975-10-01,40.3822448846964
1975-11-01,40.5127206355354
1975-12-01,40.6431963863745
1976-01-01,40.9693857634722
1976-02-01,41.2303372651504
1976-03-01,41.3608130159895
1976-04-01,41.5565266422481
1976-05-01,41.6217645176676
1976-06-01,41.6870023930872
1976-07-01,41.6217645176676
1976-08-01,41.7522402685067
1976-09-01,41.8174781439263
1976-10-01,41.8827160193458
1976-11-01,42.0131917701849
1976-12-01,42.143667521024
1977-01-01,42.6003326489608
1977-02-01,42.7960462752194
1977-03-01,42.861284150639
1977-04-01,43.0569977768976
1977-05-01,43.1874735277366
1977-06-01,43.3831871539953
1977-07-01,43.3179492785757
1977-08-01,43.3179492785757
1977-09-01,43.3831871539953
1977-10-01,43.3831871539953
1977-11-01,43.4484250294148
1977-12-01,43.5789007802539
1978-01-01,43.9050901573516
1978-02-01,44.0355659081907
1978-03-01,44.1660416590298
1978-04-01,44.3617552852884
1978-05-01,44.426993160708
1978-06-01,44.557468911547
1978-07-01,44.4922310361275
