DATE,DEUCPIALLMINMEI
1978-08-01,44.426993160708
1978-09-01,44.3617552852884
1978-10-01,44.426993160708
1978-11-01,44.557468911547
1978-12-01,44.6879446623861
1979-01-01,45.1446097903229
1979-02-01,45.275085541162
1979-03-01,45.5360370428402
1979-04-01,45.7317506690988
1979-05-01,45.8622264199379
1979-06-01,46.123177921616
1979-07-01,46.3841294232942
1979-08-01,46.4493672987137
1979-09-01,46.6450809249724
1979-10-01,46.7103188003919
1979-11-01,46.9712703020701
1979-12-01,47.1017460529092
1980-01-01,47.3626975545873
1980-02-01,47.9498384333632
1980-03-01,48.1455520596218
1980-04-01,48.4065035613
1980-05-01,48.6674550629782
1980-06-01,48.7979308138172
1980-07-01,48.8631686892368
1980-08-01,48.9284065646563
1980-09-01,48.9284065646563
1980-10-01,48.9936444400759
1980-11-01,49.3198338171736
1980-12-01,49.7112610696908
1981-01-01,50.1679261976276
1981-02-01,50.5593534501449
1981-03-01,50.9507807026621
1981-04-01,51.2117322043403
1981-05-01,51.4726837060185
1981-06-01,51.6683973322771
1981-07-01,51.9945867093748
1981-08-01,52.1250624602139
1981-09-01,52.3860139618921
1981-10-01,52.6469654635702
1981-11-01,52.9079169652484
1981-12-01,53.0383927160875
1982-01-01,53.4950578440242
1982-02-01,53.5602957194438
1982-03-01,53.5602957194438
1982-04-01,53.7560093457024
1982-05-01,54.1474365982197
1982-06-01,54.7345774769955
1982-07-01,54.7998153524151
1982-08-01,54.7345774769955
1982-09-01,54.9302911032542
1982-10-01,55.1912426049323
1982-11-01,55.3217183557714
1982-12-01,55.4521941066105
1983-01-01,55.7131456082887
1983-02-01,55.7131456082887
1983-03-01,55.7131456082887
1983-04-01,55.8436213591278
1983-05-01,55.9740971099668
1983-06-01,56.1698107362255
1983-07-01,56.3655243624841
1983-08-01,56.5612379887427
1983-09-01,56.6917137395818
1983-10-01,56.6917137395818
1983-11-01,56.8221894904209
1983-12-01,56.95266524126
1984-01-01,57.1483788675186
1984-02-01,57.3440924937772
1984-03-01,57.4093303691968
1984-04-01,57.4745682446163
1984-05-01,57.5398061200358
1984-06-01,57.7355197462945
1984-07-01,57.6702818708749
1984-08-01,57.5398061200358
1984-09-01,57.6050439954554
1984-10-01,57.9312333725531
1984-11-01,57.9964712479726
1984-12-01,58.0617091233922
1985-01-01,58.3878985004899
1985-02-01,58.648850002168
1985-03-01,58.8445636284267
1985-04-01,58.9098015038462
1985-05-01,58.9098015038462
1985-06-01,58.9098015038462
1985-07-01,58.9098015038462
1985-08-01,58.7140878775876
1985-09-01,58.7793257530072
1985-10-01,58.8445636284267
1985-11-01,58.9098015038462
1985-12-01,58.9750393792658
1986-01-01,59.1707530055244
1986-02-01,59.1055151301048
1986-03-01,58.9098015038462
1986-04-01,58.9098015038462
1986-05-01,58.9098015038462
1986-06-01,58.9098015038462
1986-07-01,58.7140878775876
1986-08-01,58.518374251329
1986-09-01,58.5836121267485
1986-10-01,58.3878985004899
1986-11-01,58.3226606250704
1986-12-01,58.3878985004899
1987-01-01,58.7140878775876
1987-02-01,58.7793257530072
1987-03-01,58.7793257530072
1987-04-01,58.9098015038462
1987-05-01,58.9098015038462
1987-06-01,58.9750393792658
1987-07-01,58.9750393792658
1987-08-01,58.9098015038462
1987-09-01,58.8445636284267
1987-10-01,58.9098015038462
1987-11-01,58.9098015038462
1987-12-01,58.9750393792658
1988-01-01,59.2359908809439
1988-02-01,59.366466631783
1988-03-01,59.366466631783
1988-04-01,59.4969423826221
1988-05-01,59.6274181334612
1988-06-01,59.6926560088807
1988-07-01,59.6926560088807
1988-08-01,59.6274181334612
1988-09-01,59.6926560088807
1988-10-01,59.7578938843003
1988-11-01,59.9536075105589
1988-12-01,60.084083261398
1989-01-01,60.6059862647543
1989-02-01,60.8016998910129
1989-03-01,60.8669377664325
1989-04-01,61.2583650189497
1989-05-01,61.3236028943693
1989-06-01,61.3888407697888
1989-07-01,61.3236028943693
1989-08-01,61.3236028943693
1989-09-01,61.3888407697888
1989-10-01,61.5845543960474
1989-11-01,61.7150301468865
1989-12-01,61.9107437731452
1990-01-01,62.2369331502428
1990-02-01,62.497884651921
1990-03-01,62.497884651921
1990-04-01,62.6283604027601
1990-05-01,62.7588361535992
1990-06-01,62.8240740290187
1990-07-01,62.8240740290187
1990-08-01,63.0197876552774
1990-09-01,63.215501281536
1990-10-01,63.6721664094728
1990-11-01,63.5416906586337
1990-12-01,63.6069285340532
1991-01-01,63.9983557865705
1991-02-01,64.278231978057
1991-03-01,64.278231978057
1991-04-01,64.5581081695434
1991-05-01,64.744692297201
1991-06-01,65.1178605525163
1991-07-01,65.8641970631469
1991-08-01,65.8641970631469
1991-09-01,65.8641970631469
1991-10-01,66.8904097652639
1991-11-01,67.1702859567504
1991-12-01,67.2635780205792
1992-01-01,67.6367462758945
1992-02-01,68.0099145312098
1992-03-01,68.2897907226962
1992-04-01,68.5696669141827
1992-05-01,68.7562510418403
1992-06-01,68.942835169498
1992-07-01,69.1294192971556
1992-08-01,69.1294192971556
1992-09-01,69.1294192971556
1992-10-01,69.1294192971556
1992-11-01,69.409295488642
1992-12-01,69.5025875524709
1993-01-01,70.7153843822455
1993-02-01,71.2751367652185
1993-03-01,71.4617208928761
1993-04-01,71.6483050205337
1993-05-01,71.7415970843626
1993-06-01,71.9281812120202
1993-07-01,72.3013494673355
1993-08-01,72.3013494673355
1993-09-01,72.2080574035066
1993-10-01,72.2080574035066
1993-11-01,72.3013494673355
1993-12-01,72.4879335949931
1994-01-01,72.8611018503084
1994-02-01,73.4208542332813
1994-03-01,73.5141462971101
1994-04-01,73.6074383609389
1994-05-01,73.7940224885966
1994-06-01,73.8873145524254
1994-07-01,74.073898680083
1994-08-01,74.2604828077407
1994-09-01,74.073898680083
1994-10-01,73.9806066162542
1994-11-01,74.073898680083
1994-12-01,74.2604828077407
1995-01-01,74.5403589992272
1995-02-01,74.9135272545424
1995-03-01,74.9135272545424
1995-04-01,75.0068193183712
1995-05-01,75.0068193183712
1995-06-01,75.1001113822001
1995-07-01,75.2866955098577
1995-08-01,75.2866955098577
1995-09-01,75.2866955098577
1995-10-01,75.1001113822001
1995-11-01,75.1001113822001
1995-12-01,75.3799875736865
1996-01-01,75.5665717013442
1996-02-01,76.0330320204883
1996-03-01,76.0330320204883
1996-04-01,76.0330320204883
1996-05-01,76.1263240843171
1996-06-01,76.2196161481459
1996-07-01,76.3129082119747
1996-08-01,76.3129082119747
1996-09-01,76.3129082119747
1996-10-01,76.3129082119747
1996-11-01,76.2196161481459
1996-12-01,76.4994923396324
1997-01-01,77.1525367864341
1997-02-01,77.2458288502629
1997-03-01,77.2458288502629
1997-04-01,77.1525367864341
1997-05-01,77.3391209140918
1997-06-01,77.4324129779206
1997-07-01,78.0854574247223
1997-08-01,78.1787494885511
1997-09-01,77.9921653608935
1997-10-01,77.8988732970647
1997-11-01,77.8988732970647
1997-12-01,78.0854574247223
1998-01-01,78.0854574247223
1998-02-01,78.27204155238
1998-03-01,78.1787494885511
1998-04-01,78.27204155238
1998-05-01,78.3653336162088
1998-06-01,78.4586256800376
1998-07-01,78.738501871524
1998-08-01,78.5519177438664
1998-09-01,78.3653336162088
1998-10-01,78.27204155238
1998-11-01,78.27204155238
1998-12-01,78.3653336162088
1999-01-01,78.27204155238
1999-02-01,78.3653336162088
1999-03-01,78.3653336162088
1999-04-01,78.738501871524
1999-05-01,78.738501871524
1999-06-01,78.8317939353528
1999-07-01,79.2049621906682
1999-08-01,79.1116701268393
1999-09-01,78.9250859991817
1999-10-01,78.8317939353528
1999-11-01,79.0183780630105
1999-12-01,79.298254254497
2000-01-01,79.4848383821546
2000-02-01,79.5781304459834
2000-03-01,79.5781304459834
2000-04-01,79.5781304459834
2000-05-01,79.4848383821546
2000-06-01,79.8580066374699
2000-07-01,80.2311748927852
2000-08-01,80.0445907651275
2000-09-01,80.2311748927852
2000-10-01,80.1378828289564
2000-11-01,80.2311748927852
2000-12-01,80.8842193395869
2001-01-01,80.6043431481004
2001-02-01,81.0708034672446
2001-03-01,81.0708034672446
2001-04-01,81.4439717225598
2001-05-01,81.7238479140463
2001-06-01,81.8171399778751
2001-07-01,81.9104320417039
2001-08-01,81.7238479140463
2001-09-01,81.7238479140463
2001-10-01,81.6305558502175
2001-11-01,81.4439717225598
2001-12-01,82.1903082331904
2002-01-01,82.2836002970192
2002-02-01,82.5634764885056
2002-03-01,82.7500606161633
2002-04-01,82.6567685523345
2002-05-01,82.7500606161633
2002-06-01,82.7500606161633
2002-07-01,82.8433526799921
2002-08-01,82.7500606161633
2002-09-01,82.7500606161633
2002-10-01,82.6567685523345
2002-11-01,82.376892360848
2002-12-01,83.1232288714786
2003-01-01,83.1232288714786
2003-02-01,83.5896891906227
2003-03-01,83.6829812544515
2003-04-01,83.403105062965
2003-05-01,83.2165209353074
2003-06-01,83.4963971267939
2003-07-01,83.6829812544515
2003-08-01,83.6829812544515
2003-09-01,83.5896891906227
2003-10-01,83.5896891906227
2003-11-01,83.403105062965
2003-12-01,84.0561495097668
2004-01-01,84.0561495097668
2004-02-01,84.2427336374244
2004-03-01,84.5226098289109
2004-04-01,84.8024860203974
2004-05-01,84.989070148055
2004-06-01,84.989070148055
2004-07-01,85.1756542757126
2004-08-01,85.2689463395414
2004-09-01,85.0823622118838
2004-10-01,85.1756542757126
2004-11-01,84.989070148055
2004-12-01,85.9219907863432
2005-01-01,85.2689463395414
2005-02-01,85.6421145948567
2005-03-01,86.015282850172
2005-04-01,85.8286987225144
2005-05-01,86.015282850172
2005-06-01,86.1085749140008
2005-07-01,86.4817431693161
2005-08-01,86.5750352331449
2005-09-01,86.6683272969738
2005-10-01,86.7616193608026
2005-11-01,86.4817431693161
2005-12-01,87.1347876161178
2006-01-01,86.8549114246314
2006-02-01,87.2280796799466
2006-03-01,87.2280796799466
2006-04-01,87.5079558714331
2006-05-01,87.5079558714331
2006-06-01,87.6945399990908
2006-07-01,88.0677082544061
2006-08-01,87.8811241267484
2006-09-01,87.601247935262
2006-10-01,87.6945399990908
2006-11-01,87.6945399990908
2006-12-01,88.3475844458925
2007-01-01,88.3475844458925
2007-02-01,88.7207527012078
2007-03-01,88.9073368288654
2007-04-01,89.3737971480095
2007-05-01,89.3737971480095
2007-06-01,89.3737971480095
2007-07-01,89.8402574671536
2007-08-01,89.7469654033248
2007-09-01,89.9335495309824
2007-10-01,90.1201336586401
2007-11-01,90.5865939777842
2007-12-01,91.1463463607571
2008-01-01,90.8664701692706
2008-02-01,91.2396384245859
2008-03-01,91.70609874373
2008-04-01,91.5195146160724
2008-05-01,92.0792669990453
2008-06-01,92.265851126703
2008-07-01,92.8256035096759
2008-08-01,92.5457273181894
2008-09-01,92.4524352543606
2008-10-01,92.265851126703
2008-11-01,91.7993908075588
2008-12-01,92.1725590628741
2009-01-01,91.70609874373
2009-02-01,92.265851126703
2009-03-01,92.0792669990453
2009-04-01,92.1725590628741
2009-05-01,92.0792669990453
2009-06-01,92.3591431905318
2009-07-01,92.3591431905318
2009-08-01,92.5457273181894
2009-09-01,92.265851126703
2009-10-01,92.265851126703
2009-11-01,92.1725590628741
2009-12-01,92.9188955735047
2010-01-01,92.3591431905318
2010-02-01,92.732311445847
2010-03-01,93.1987717649912
2010-04-01,93.29206382882
2010-05-01,93.1987717649912
2010-06-01,93.1987717649912
2010-07-01,93.3853558926488
2010-08-01,93.4786479564776
2010-09-01,93.3853558926488
2010-10-01,93.4786479564776
2010-11-01,93.5719400203064
2010-12-01,94.1316924032794
2011-01-01,93.9451082756217
2011-02-01,94.5048606585946
2011-03-01,95.0646130415676
2011-04-01,95.0646130415676
2011-05-01,95.0646130415676
2011-06-01,95.1579051053964
2011-07-01,95.344489233054
2011-08-01,95.4377812968828
2011-09-01,95.6243654245404
2011-10-01,95.6243654245404
2011-11-01,95.8109495521981
2011-12-01,95.9975336798558
2012-01-01,95.9042416160269
2012-02-01,96.5572860628286
2012-03-01,97.1170384458016
2012-04-01,96.930454318144
2012-05-01,96.930454318144
2012-06-01,96.7438701904863
2012-07-01,97.1170384458016
2012-08-01,97.4902067011168
2012-09-01,97.5834987649457
2012-10-01,97.5834987649457
2012-11-01,97.6767908287745
2012-12-01,97.956667020261
2013-01-01,97.4902067011168
2013-02-01,98.0499590840898
2013-03-01,98.5164194032339
2013-04-01,98.0499590840898
2013-05-01,98.4231273394051
2013-06-01,98.5164194032339
2013-07-01,98.982879722378
2013-08-01,98.982879722378
2013-09-01,98.982879722378
2013-10-01,98.7962955947204
2013-11-01,98.982879722378
2013-12-01,99.3560479776932
2014-01-01,98.7962955947204
2014-02-01,99.2627559138644
2014-03-01,99.5426321053509
2014-04-01,99.3560479776932
2014-05-01,99.2627559138644
2014-06-01,99.5426321053509
2014-07-01,99.8225082968374
2014-08-01,99.8225082968374
2014-09-01,99.8225082968374
2014-10-01,99.5426321053509
2014-11-01,99.5426321053509
2014-12-01,99.5426321053509
2015-01-01,98.5164194032339
2015-02-01,99.2165360893482
2015-03-01,99.7166194365728
2015-04-01,100.216702783797
2015-05-01,100.416736122687
2015-06-01,100.416736122687
2015-07-01,100.616769461577
2015-08-01,100.616769461577
2015-09-01,100.416736122687
2015-10-01,100.416736122687
2015-11-01,99.7166194365728
2015-12-01,99.7166194365728
2016-01-01,99.0165027504584
2016-02-01,99.3165527587931
2016-03-01,100.016669444908
2016-04-01,100.116686114352
2016-05-01,100.616769461577
2016-06-01,100.716786131022
2016-07-01,101.116852808801
2016-08-01,101.016836139357
2016-09-01,101.016836139357
2016-10-01,101.216869478246
2016-11-01,100.516752792132
2016-12-01,101.216869478246
2017-01-01,100.616769461577
2017-02-01,101.216869478246
2017-03-01,101.416902817136
2017-04-01,101.816969494916
2017-05-01,101.816969494916
2017-06-01,102.117019503251
2017-07-01,102.51708618103
2017-08-01,102.617102850475
2017-09-01,102.71711951992
2017-10-01,102.51708618103
2017-11-01,102.117019503251
2017-12-01,102.617102850475
2018-01-01,102.017002833806
2018-02-01,102.31705284214
2018-03-01,102.91715285881
2018-04-01,103.1171861977
2018-05-01,103.917319553259
2018-06-01,104.017336222704
2018-07-01,104.417402900483
2018-08-01,104.517419569928
2018-09-01,104.717452908818
2018-10-01,104.917486247708
2018-11-01,104.217369561594
2018-12-01,104.217369561594
2019-01-01,103.417236206034
2019-02-01,103.817302883814
2019-03-01,104.217369561594
2019-04-01,105.217536256043
2019-05-01,105.417569594933
2019-06-01,105.717619603267
2019-07-01,106.217702950492
2019-08-01,106.017669611602
2019-09-01,106.017669611602
2019-10-01,106.117686281047
2019-11-01,105.317552925488
